variable_name,description,data_type,min,max,units,enumerations,comment
File_file_id,Autocreated FK slot,string,,,,,Foreign Key: File.file_id
external_id,"Other identifiers for this entity, eg, from the submitting study or in systems like dbGaP",string,,,,,
