variable_name,description,data_type,min,max,units,enumerations,comment
SubjectAssertion_assertion_id,Autocreated FK slot,string,,,,,Foreign Key: SubjectAssertion.assertion_id
concept_concept_curie,The structured term defining the meaning of the assertion.,string,,,,,Foreign Key: Concept.concept_curie
