variable_name,description,data_type,min,max,units,enumerations,comment
EncounterDefinition_encounter_definition_id,Autocreated FK slot,string,,,,,Foreign Key: EncounterDefinition.encounter_definition_id
external_id,"Other identifiers for this entity, eg, from the submitting study or in systems like dbGaP",string,,,,,
