variable_name,description,data_type,min,max,units,enumerations,comment
Publication_id,Autocreated FK slot,integer,,,,,Foreign Key: Publication.id
external_id,"Other identifiers for this entity, eg, from the submitting study or in systems like dbGaP",string,,,,,
