variable_name,description,data_type,min,max,units,enumerations,comment
Encounter_encounter_id,Autocreated FK slot,string,,,,,Foreign Key: Encounter.encounter_id
external_id,"Other identifiers for this entity, eg, from the submitting study or in systems like dbGaP",string,,,,,
