variable_name,description,data_type,min,max,units,enumerations,comment
File_file_id,Autocreated FK slot,string,,,,,Foreign Key: File.file_id
sample_id_sample_id,The unique identifier for this Sample.,string,,,,,Foreign Key: Sample.sample_id
