variable_name,description,data_type,min,max,units,enumerations,comment
institution_id,The institution this record is associated with.,string,,,,,
name,Name of the entity.,string,,,,,
access_policy_id,Access Policy Global ID,string,,,,,Foreign Key: AccessPolicy.access_policy_id
