variable_name,description,data_type,min,max,units,enumerations,comment
AssociatedParty_id,Autocreated FK slot,string,,,,,Foreign Key: AssociatedParty.id
period_id_period_id,Reference to a time period which defines a Start and End datatime period.,string,,,,,Foreign Key: Period.period_id
