variable_name,description,data_type,min,max,units,enumerations,comment
ResearchStudyCollection_research_study_collection_id,Autocreated FK slot,string,,,,,Foreign Key: ResearchStudyCollection.research_study_collection_id
research_study_collection_member_id_research_study_id,"ID associated with a member of the collection (Research Study, Dataset, etc)",string,,,,,Foreign Key: ResearchStudy.research_study_id
