variable_name,description,data_type,min,max,units,enumerations,comment
FileMetaData_file_meta_data_id,Autocreated FK slot,string,,,,,Foreign Key: FileMetaData.file_meta_data_id
samples_sample_id,"e.g., Reference(sample)",string,,,,,Foreign Key: Sample.sample_id
