variable_name,description,data_type,min,max,units,enumerations,comment
Participant_participant_id,Autocreated FK slot,string,,,,,Foreign Key: Participant.participant_id
external_id,"Other identifiers for this entity, eg, from the submitting study or in systems link dbGaP",string,,,,,
